Beverage_ID,Beverage_Name,Category,Size,Hot_Cold,Ingredients,Milk_Type,Espresso_Shots,Syrup,Toppings,Sweetness_Level,Caffeine_mg,Calories,Sugar_g,Protein_g,Fat_g,Price_USD,Price_INR,Customer_Rating,Number_of_Orders,Popularity,Seasonal,Vegan,Vegetarian,Contains_Dairy,Contains_Nuts,Gluten_Free,Recommended_With,Best_Time,Flavor_Profile,Temperature,Country_Availability
SB00470,Java Chip Frappuccino,Frappuccino,Venti,Cold,"A handcrafted Java Chip Frappuccino prepared with premium Starbucks-style coffee or tea, soy milk, toffee nut syrup and carefully balanced flavors.",Skim,4,Classic,Caramel Drizzle,Low,237,457,19,13.5,25.8,3.96,336.6,4.7,39027,High,Yes,Yes,Yes,Yes,No,No,Cheesecake,Evening,Chocolatey,Cold,India
SB00471,Matcha Cold Brew,Cold Brew,Tall,Cold,"A handcrafted Matcha Cold Brew prepared with premium Starbucks-style coffee or tea, oat milk, caramel syrup and carefully balanced flavors.",Skim,0,Toffee Nut,Chocolate Shavings,High,96,148,54,12.8,16.1,8.01,680.85,4.4,19918,Medium,No,No,Yes,Yes,No,Yes,Croissant,Afternoon,Fruity,Cold,India
SB00472,Mocha Tea,Tea,Venti,Cold,"A handcrafted Mocha Tea prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Coconut,1,Hazelnut,None,High,173,486,61,2.0,8.1,8.24,700.4,4.1,48450,Very High,Yes,Yes,Yes,Yes,No,No,Blueberry Muffin,Afternoon,Bold,Cold,India
SB00473,White Mocha Cold Brew,Cold Brew,Venti,Cold,"A handcrafted White Mocha Cold Brew prepared with premium Starbucks-style coffee or tea, almond milk, none syrup and carefully balanced flavors.",Almond,0,Classic,Caramel Drizzle,High,134,98,42,9.8,0.7,7.7,654.5,3.6,877,Low,Yes,Yes,Yes,Yes,No,No,Croissant,Morning,Fruity,Cold,Japan
SB00474,Chai Espresso,Espresso,Venti,Hot,"A handcrafted Chai Espresso prepared with premium Starbucks-style coffee or tea, almond milk, vanilla syrup and carefully balanced flavors.",Coconut,4,Classic,None,High,184,134,5,19.1,6.5,2.96,251.6,4.3,34426,High,Yes,Yes,Yes,No,No,No,Cookie,Evening,Nutty,Hot,Global
SB00475,Chai Cold Brew,Cold Brew,Venti,Cold,"A handcrafted Chai Cold Brew prepared with premium Starbucks-style coffee or tea, whole milk, classic syrup and carefully balanced flavors.",Almond,1,None,None,High,154,60,47,15.5,4.6,7.1,603.5,4.5,17691,Medium,Yes,No,Yes,Yes,Yes,No,Cookie,Evening,Nutty,Cold,India
SB00476,Chai Espresso,Espresso,Venti,Hot,"A handcrafted Chai Espresso prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Skim,3,Vanilla,None,Low,289,114,56,13.2,7.7,5.31,451.35,3.6,14423,Medium,Yes,No,Yes,Yes,No,No,Blueberry Muffin,Afternoon,Bold,Hot,Global
SB00477,Mocha Espresso,Espresso,Grande,Cold,"A handcrafted Mocha Espresso prepared with premium Starbucks-style coffee or tea, soy milk, vanilla syrup and carefully balanced flavors.",Whole,1,Toffee Nut,Chocolate Shavings,Low,140,160,22,12.6,16.4,3.03,257.55,4.4,38720,High,No,No,Yes,No,Yes,Yes,Blueberry Muffin,Afternoon,Sweet,Cold,USA
SB00478,Mocha Americano,Americano,Grande,Cold,"A handcrafted Mocha Americano prepared with premium Starbucks-style coffee or tea, almond milk, none syrup and carefully balanced flavors.",Skim,2,Caramel,Whipped Cream,Low,154,568,6,11.8,8.8,4.96,421.6,4.2,20139,Medium,Yes,Yes,Yes,Yes,No,No,Blueberry Muffin,Afternoon,Bold,Cold,UK
SB00479,Matcha Americano,Americano,Tall,Hot,"A handcrafted Matcha Americano prepared with premium Starbucks-style coffee or tea, almond milk, vanilla syrup and carefully balanced flavors.",Whole,3,Vanilla,None,Medium,197,340,34,4.4,19.3,4.37,371.45,4.0,48065,Very High,No,Yes,Yes,Yes,Yes,No,Cheesecake,Evening,Fruity,Hot,Canada
SB00480,Vanilla Refresher,Refresher,Venti,Cold,"A handcrafted Vanilla Refresher prepared with premium Starbucks-style coffee or tea, soy milk, none syrup and carefully balanced flavors.",Coconut,2,Toffee Nut,Caramel Drizzle,Low,241,154,14,4.2,29.8,4.53,385.05,4.3,1426,Low,No,Yes,Yes,No,Yes,Yes,Blueberry Muffin,Afternoon,Sweet,Cold,USA
SB00481,Java Chip Latte,Latte,Tall,Cold,"A handcrafted Java Chip Latte prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Almond,2,Toffee Nut,Whipped Cream,High,228,90,12,16.4,8.0,6.66,566.1,4.4,17285,Medium,Yes,Yes,Yes,Yes,No,Yes,Cookie,Morning,Fruity,Cold,India
SB00482,Mango Espresso,Espresso,Tall,Cold,"A handcrafted Mango Espresso prepared with premium Starbucks-style coffee or tea, skim milk, toffee nut syrup and carefully balanced flavors.",Soy,4,None,Whipped Cream,Medium,234,470,39,2.8,16.5,5.51,468.35,4.4,21726,Medium,Yes,Yes,Yes,Yes,No,No,Sandwich,Evening,Chocolatey,Cold,UK
SB00483,Matcha Tea,Tea,Venti,Hot,"A handcrafted Matcha Tea prepared with premium Starbucks-style coffee or tea, almond milk, hazelnut syrup and carefully balanced flavors.",Coconut,1,None,Caramel Drizzle,Low,139,124,46,18.5,4.2,3.31,281.35,4.1,2864,Low,No,No,Yes,Yes,No,Yes,Sandwich,Afternoon,Nutty,Hot,India
SB00484,White Mocha Frappuccino,Frappuccino,Venti,Cold,"A handcrafted White Mocha Frappuccino prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Skim,1,Hazelnut,Caramel Drizzle,High,242,126,22,15.4,30.0,4.5,382.5,3.5,40970,Very High,Yes,Yes,Yes,Yes,No,No,Blueberry Muffin,Afternoon,Nutty,Cold,India
SB00485,Caramel Americano,Americano,Tall,Cold,"A handcrafted Caramel Americano prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Whole,2,Toffee Nut,Caramel Drizzle,Medium,165,526,25,11.3,9.5,5.47,464.95,3.8,14501,Medium,Yes,No,Yes,Yes,No,No,Blueberry Muffin,Afternoon,Creamy,Cold,Canada
SB00486,Mango Mocha,Mocha,Grande,Cold,"A handcrafted Mango Mocha prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Skim,0,Caramel,None,High,93,138,9,7.5,5.4,6.39,543.15,4.7,7146,Low,No,No,Yes,Yes,No,No,Cookie,Morning,Fruity,Cold,Canada
SB00487,Strawberry Tea,Tea,Grande,Hot,"A handcrafted Strawberry Tea prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Oat,0,Hazelnut,None,Medium,208,635,69,13.6,2.5,5.85,497.25,3.9,37242,High,No,No,Yes,No,No,No,Croissant,Afternoon,Sweet,Hot,Japan
SB00488,Classic Refresher,Refresher,Venti,Cold,"A handcrafted Classic Refresher prepared with premium Starbucks-style coffee or tea, coconut milk, none syrup and carefully balanced flavors.",Skim,4,Vanilla,None,Medium,212,165,43,14.1,17.6,6.05,514.25,4.2,14111,Medium,Yes,Yes,Yes,No,Yes,No,Blueberry Muffin,Afternoon,Fruity,Cold,UK
SB00489,Matcha Cappuccino,Cappuccino,Grande,Cold,"A handcrafted Matcha Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, toffee nut syrup and carefully balanced flavors.",Whole,0,Vanilla,Chocolate Shavings,High,51,253,11,11.8,7.8,5.33,453.05,4.6,8988,Low,Yes,Yes,Yes,Yes,Yes,No,Cookie,Afternoon,Creamy,Cold,Global
SB00490,Vanilla Macchiato,Macchiato,Venti,Hot,"A handcrafted Vanilla Macchiato prepared with premium Starbucks-style coffee or tea, soy milk, classic syrup and carefully balanced flavors.",Oat,0,None,Chocolate Shavings,Low,86,273,18,13.5,20.7,7.23,614.55,3.6,11158,Medium,No,No,Yes,Yes,Yes,Yes,Sandwich,Evening,Sweet,Hot,India
SB00491,Mocha Cappuccino,Cappuccino,Tall,Cold,"A handcrafted Mocha Cappuccino prepared with premium Starbucks-style coffee or tea, oat milk, vanilla syrup and carefully balanced flavors.",Soy,4,Toffee Nut,None,Medium,209,58,66,12.7,7.9,2.96,251.6,3.8,27564,High,No,No,Yes,Yes,Yes,No,Cookie,Evening,Fruity,Cold,UK
SB00492,Classic Latte,Latte,Grande,Cold,"A handcrafted Classic Latte prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Almond,4,Classic,Whipped Cream,Low,216,181,24,18.4,5.8,5.24,445.4,3.7,33378,High,Yes,Yes,Yes,No,Yes,No,Sandwich,Afternoon,Chocolatey,Cold,Canada
SB00493,Chai Cappuccino,Cappuccino,Venti,Cold,"A handcrafted Chai Cappuccino prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Oat,3,Toffee Nut,Caramel Drizzle,Medium,23,126,52,14.5,2.5,3.66,311.1,4.6,7498,Low,Yes,No,Yes,No,No,No,Cheesecake,Evening,Nutty,Cold,India
SB00494,White Mocha Cappuccino,Cappuccino,Venti,Cold,"A handcrafted White Mocha Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, hazelnut syrup and carefully balanced flavors.",Coconut,2,Vanilla,Chocolate Shavings,Medium,89,496,6,0.5,2.0,5.65,480.25,4.0,29494,High,No,Yes,Yes,No,Yes,No,Blueberry Muffin,Morning,Creamy,Cold,India
SB00495,Classic Mocha,Mocha,Venti,Hot,"A handcrafted Classic Mocha prepared with premium Starbucks-style coffee or tea, coconut milk, none syrup and carefully balanced flavors.",Oat,4,Hazelnut,None,High,222,173,45,13.0,7.8,6.48,550.8,4.9,28625,High,Yes,No,Yes,No,No,No,Cheesecake,Afternoon,Nutty,Hot,Canada
SB00496,Java Chip Mocha,Mocha,Tall,Cold,"A handcrafted Java Chip Mocha prepared with premium Starbucks-style coffee or tea, oat milk, hazelnut syrup and carefully balanced flavors.",Whole,0,Classic,None,Medium,202,450,57,9.4,26.1,4.19,356.15,4.1,40869,Very High,Yes,Yes,Yes,Yes,No,No,Croissant,Morning,Fruity,Cold,India
SB00497,Caramel Frappuccino,Frappuccino,Grande,Cold,"A handcrafted Caramel Frappuccino prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Skim,3,None,Whipped Cream,High,175,577,8,13.2,29.5,4.67,396.95,4.1,40763,Very High,No,No,Yes,Yes,Yes,Yes,Cookie,Afternoon,Sweet,Cold,Global
SB00498,Chai Americano,Americano,Grande,Hot,"A handcrafted Chai Americano prepared with premium Starbucks-style coffee or tea, soy milk, classic syrup and carefully balanced flavors.",Skim,3,Caramel,Caramel Drizzle,Medium,48,100,51,4.5,29.8,7.47,634.95,4.4,21705,Medium,No,Yes,Yes,Yes,No,Yes,Blueberry Muffin,Afternoon,Nutty,Hot,USA
SB00499,Mango Cappuccino,Cappuccino,Grande,Cold,"A handcrafted Mango Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, none syrup and carefully balanced flavors.",Coconut,0,None,Whipped Cream,High,292,99,2,13.7,3.2,3.93,334.05,4.3,30802,High,Yes,Yes,Yes,Yes,No,No,Cheesecake,Afternoon,Chocolatey,Cold,Canada
SB00500,Mango Tea,Tea,Tall,Cold,"A handcrafted Mango Tea prepared with premium Starbucks-style coffee or tea, coconut milk, vanilla syrup and carefully balanced flavors.",Almond,0,None,Whipped Cream,Low,297,78,58,10.9,13.6,5.03,427.55,3.8,37039,High,No,Yes,Yes,Yes,No,No,Sandwich,Morning,Sweet,Cold,Global
SB00501,Mocha Frappuccino,Frappuccino,Tall,Cold,"A handcrafted Mocha Frappuccino prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Soy,2,None,Chocolate Shavings,Medium,158,253,67,17.6,23.8,5.35,454.75,4.0,33684,High,No,No,Yes,Yes,Yes,No,Cookie,Evening,Fruity,Cold,Global
SB00502,Strawberry Americano,Americano,Venti,Cold,"A handcrafted Strawberry Americano prepared with premium Starbucks-style coffee or tea, soy milk, caramel syrup and carefully balanced flavors.",Oat,3,Toffee Nut,Caramel Drizzle,Low,163,455,57,4.3,26.3,6.13,521.05,4.9,15325,Medium,No,No,Yes,No,Yes,No,Blueberry Muffin,Afternoon,Fruity,Cold,Japan
SB00503,Hazelnut Americano,Americano,Tall,Hot,"A handcrafted Hazelnut Americano prepared with premium Starbucks-style coffee or tea, skim milk, hazelnut syrup and carefully balanced flavors.",Almond,0,Hazelnut,Chocolate Shavings,Medium,258,460,35,7.3,0.2,6.46,549.1,4.6,17897,Medium,Yes,No,Yes,No,Yes,Yes,Croissant,Morning,Chocolatey,Hot,India
SB00504,Mango Espresso,Espresso,Venti,Cold,"A handcrafted Mango Espresso prepared with premium Starbucks-style coffee or tea, oat milk, vanilla syrup and carefully balanced flavors.",Skim,3,None,Caramel Drizzle,Low,183,441,57,12.5,12.8,3.04,258.4,3.5,35035,High,No,No,Yes,No,No,No,Croissant,Morning,Nutty,Cold,UK
SB00505,White Mocha Americano,Americano,Tall,Cold,"A handcrafted White Mocha Americano prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Coconut,0,Hazelnut,None,Low,164,466,26,7.6,5.1,4.89,415.65,4.7,661,Low,Yes,No,Yes,Yes,Yes,No,Blueberry Muffin,Afternoon,Fruity,Cold,Global
SB00506,Strawberry Americano,Americano,Venti,Cold,"A handcrafted Strawberry Americano prepared with premium Starbucks-style coffee or tea, almond milk, toffee nut syrup and carefully balanced flavors.",Skim,1,None,None,Medium,120,394,11,10.1,28.7,3.66,311.1,5.0,37261,High,Yes,No,Yes,No,No,No,Cookie,Morning,Bold,Cold,Global
SB00507,Hazelnut Espresso,Espresso,Venti,Cold,"A handcrafted Hazelnut Espresso prepared with premium Starbucks-style coffee or tea, oat milk, caramel syrup and carefully balanced flavors.",Almond,4,None,None,Low,221,564,51,8.4,17.5,6.74,572.9,3.6,13018,Medium,No,Yes,Yes,Yes,Yes,Yes,Croissant,Evening,Sweet,Cold,USA
SB00508,Classic Macchiato,Macchiato,Venti,Hot,"A handcrafted Classic Macchiato prepared with premium Starbucks-style coffee or tea, soy milk, classic syrup and carefully balanced flavors.",Coconut,4,Toffee Nut,Chocolate Shavings,Medium,18,487,53,18.8,30.0,5.57,473.45,4.8,8759,Low,No,Yes,Yes,No,Yes,Yes,Cookie,Morning,Fruity,Hot,UK
SB00509,Hazelnut Tea,Tea,Tall,Hot,"A handcrafted Hazelnut Tea prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Whole,4,None,Chocolate Shavings,Low,183,441,56,7.1,7.0,8.11,689.35,3.8,36678,High,Yes,Yes,Yes,No,Yes,Yes,Cheesecake,Morning,Creamy,Hot,UK
SB00510,Mocha Macchiato,Macchiato,Venti,Cold,"A handcrafted Mocha Macchiato prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Oat,4,Toffee Nut,Whipped Cream,Medium,20,181,11,17.8,17.9,5.48,465.8,3.6,26623,High,No,Yes,Yes,Yes,Yes,Yes,Croissant,Morning,Fruity,Cold,Japan
SB00511,White Mocha Flat White,Flat White,Grande,Hot,"A handcrafted White Mocha Flat White prepared with premium Starbucks-style coffee or tea, soy milk, vanilla syrup and carefully balanced flavors.",Almond,4,Vanilla,Chocolate Shavings,Low,144,370,4,15.6,11.1,6.72,571.2,4.8,7884,Low,Yes,No,Yes,Yes,No,No,Blueberry Muffin,Evening,Bold,Hot,UK
SB00512,Hazelnut Macchiato,Macchiato,Venti,Cold,"A handcrafted Hazelnut Macchiato prepared with premium Starbucks-style coffee or tea, almond milk, classic syrup and carefully balanced flavors.",Coconut,2,Vanilla,Whipped Cream,High,125,45,68,4.3,2.9,3.83,325.55,4.0,42096,Very High,No,Yes,Yes,No,Yes,No,Sandwich,Morning,Chocolatey,Cold,Japan
SB00513,Caramel Mocha,Mocha,Tall,Hot,"A handcrafted Caramel Mocha prepared with premium Starbucks-style coffee or tea, almond milk, none syrup and carefully balanced flavors.",Coconut,3,Vanilla,Chocolate Shavings,Low,67,141,39,19.6,0.6,6.24,530.4,4.5,14379,Medium,No,Yes,Yes,No,Yes,Yes,Cookie,Afternoon,Bold,Hot,Japan
SB00514,Vanilla Americano,Americano,Tall,Cold,"A handcrafted Vanilla Americano prepared with premium Starbucks-style coffee or tea, skim milk, vanilla syrup and carefully balanced flavors.",Coconut,0,Hazelnut,None,High,222,585,31,16.6,26.6,3.37,286.45,4.1,34961,High,Yes,No,Yes,Yes,No,No,Cookie,Morning,Fruity,Cold,Canada
SB00515,Matcha Tea,Tea,Grande,Hot,"A handcrafted Matcha Tea prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Soy,2,None,None,High,131,481,39,6.7,15.6,3.15,267.75,4.3,11203,Medium,No,Yes,Yes,Yes,Yes,Yes,Sandwich,Morning,Nutty,Hot,Canada
SB00516,Mango Espresso,Espresso,Grande,Hot,"A handcrafted Mango Espresso prepared with premium Starbucks-style coffee or tea, skim milk, toffee nut syrup and carefully balanced flavors.",Skim,3,None,None,Low,137,633,26,9.7,10.8,2.96,251.6,4.6,34568,High,Yes,No,Yes,No,No,Yes,Cheesecake,Morning,Fruity,Hot,Japan
SB00517,Mango Mocha,Mocha,Grande,Hot,"A handcrafted Mango Mocha prepared with premium Starbucks-style coffee or tea, oat milk, toffee nut syrup and carefully balanced flavors.",Soy,2,Classic,Whipped Cream,Low,12,44,28,19.4,6.9,7.93,674.05,4.9,40281,Very High,No,No,Yes,Yes,No,No,Sandwich,Afternoon,Bold,Hot,Global
SB00518,Matcha Flat White,Flat White,Grande,Hot,"A handcrafted Matcha Flat White prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Coconut,4,None,Whipped Cream,Medium,117,570,43,3.9,25.0,4.44,377.4,4.8,8988,Low,Yes,No,Yes,No,Yes,Yes,Croissant,Evening,Chocolatey,Hot,Canada
SB00519,Java Chip Flat White,Flat White,Tall,Hot,"A handcrafted Java Chip Flat White prepared with premium Starbucks-style coffee or tea, oat milk, caramel syrup and carefully balanced flavors.",Soy,4,Caramel,Chocolate Shavings,Low,29,332,44,19.2,19.5,4.5,382.5,4.4,24675,Medium,No,Yes,Yes,Yes,No,No,Blueberry Muffin,Evening,Bold,Hot,Japan
SB00520,Strawberry Macchiato,Macchiato,Venti,Hot,"A handcrafted Strawberry Macchiato prepared with premium Starbucks-style coffee or tea, soy milk, none syrup and carefully balanced flavors.",Oat,1,Vanilla,None,High,81,169,11,15.8,14.9,7.4,629.0,3.5,38623,High,Yes,Yes,Yes,Yes,No,Yes,Blueberry Muffin,Evening,Chocolatey,Hot,USA
SB00521,Matcha Refresher,Refresher,Venti,Cold,"A handcrafted Matcha Refresher prepared with premium Starbucks-style coffee or tea, oat milk, none syrup and carefully balanced flavors.",Whole,1,Classic,None,Low,3,77,36,10.0,25.1,3.49,296.65,4.2,35508,High,Yes,No,Yes,No,No,No,Cheesecake,Morning,Bold,Cold,India
SB00522,Classic Latte,Latte,Tall,Hot,"A handcrafted Classic Latte prepared with premium Starbucks-style coffee or tea, almond milk, hazelnut syrup and carefully balanced flavors.",Whole,1,Vanilla,None,High,22,39,46,13.9,22.7,6.11,519.35,3.6,11531,Medium,No,Yes,Yes,Yes,No,Yes,Sandwich,Evening,Chocolatey,Hot,Global
SB00523,Mango Refresher,Refresher,Grande,Cold,"A handcrafted Mango Refresher prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Whole,3,Caramel,Whipped Cream,Medium,191,113,48,2.7,14.9,7.19,611.15,3.8,47781,Very High,No,Yes,Yes,Yes,No,Yes,Croissant,Afternoon,Sweet,Cold,Japan
SB00524,Strawberry Cold Brew,Cold Brew,Tall,Cold,"A handcrafted Strawberry Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Soy,0,Hazelnut,Caramel Drizzle,High,16,398,52,19.2,10.8,5.31,451.35,3.7,36596,High,No,No,Yes,Yes,Yes,Yes,Blueberry Muffin,Afternoon,Bold,Cold,Japan
SB00525,Matcha Cold Brew,Cold Brew,Tall,Cold,"A handcrafted Matcha Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, toffee nut syrup and carefully balanced flavors.",Coconut,4,Vanilla,None,Medium,240,356,14,13.9,4.1,2.84,241.4,3.9,5494,Low,Yes,No,Yes,Yes,Yes,Yes,Cookie,Morning,Sweet,Cold,Canada
SB00526,Chai Tea,Tea,Venti,Hot,"A handcrafted Chai Tea prepared with premium Starbucks-style coffee or tea, skim milk, vanilla syrup and carefully balanced flavors.",Almond,1,None,Chocolate Shavings,High,237,489,17,9.5,6.9,7.83,665.55,3.9,4146,Low,No,Yes,Yes,Yes,No,No,Blueberry Muffin,Morning,Creamy,Hot,India
SB00527,Java Chip Tea,Tea,Venti,Hot,"A handcrafted Java Chip Tea prepared with premium Starbucks-style coffee or tea, whole milk, hazelnut syrup and carefully balanced flavors.",Coconut,2,None,Chocolate Shavings,Medium,259,170,39,8.0,3.8,2.64,224.4,4.8,35771,High,Yes,Yes,Yes,No,No,Yes,Cheesecake,Morning,Fruity,Hot,India
SB00528,Strawberry Frappuccino,Frappuccino,Venti,Cold,"A handcrafted Strawberry Frappuccino prepared with premium Starbucks-style coffee or tea, oat milk, toffee nut syrup and carefully balanced flavors.",Coconut,2,None,Chocolate Shavings,High,167,301,15,12.3,2.7,8.18,695.3,4.8,27049,High,No,Yes,Yes,Yes,Yes,No,Sandwich,Morning,Sweet,Cold,Global
SB00529,Caramel Tea,Tea,Grande,Cold,"A handcrafted Caramel Tea prepared with premium Starbucks-style coffee or tea, coconut milk, toffee nut syrup and carefully balanced flavors.",Skim,0,Toffee Nut,Chocolate Shavings,Low,234,535,18,8.8,7.5,5.79,492.15,4.5,18846,Medium,Yes,Yes,Yes,Yes,No,Yes,Cheesecake,Evening,Fruity,Cold,Global
SB00530,Mocha Tea,Tea,Venti,Cold,"A handcrafted Mocha Tea prepared with premium Starbucks-style coffee or tea, whole milk, vanilla syrup and carefully balanced flavors.",Almond,4,Hazelnut,Whipped Cream,High,78,608,63,1.4,27.6,3.76,319.6,4.3,24407,Medium,No,Yes,Yes,No,Yes,No,Cookie,Evening,Bold,Cold,Canada
SB00531,Mocha Mocha,Mocha,Venti,Cold,"A handcrafted Mocha Mocha prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Whole,3,Toffee Nut,Whipped Cream,Low,134,499,43,19.7,20.5,6.25,531.25,4.8,515,Low,No,Yes,Yes,No,No,No,Cheesecake,Evening,Nutty,Cold,UK
SB00532,Matcha Flat White,Flat White,Grande,Cold,"A handcrafted Matcha Flat White prepared with premium Starbucks-style coffee or tea, almond milk, vanilla syrup and carefully balanced flavors.",Whole,1,Vanilla,Chocolate Shavings,Low,84,648,42,16.3,21.5,7.42,630.7,4.0,14167,Medium,No,Yes,Yes,No,Yes,Yes,Sandwich,Morning,Chocolatey,Cold,Canada
SB00533,Hazelnut Cold Brew,Cold Brew,Grande,Cold,"A handcrafted Hazelnut Cold Brew prepared with premium Starbucks-style coffee or tea, coconut milk, vanilla syrup and carefully balanced flavors.",Coconut,0,Toffee Nut,Whipped Cream,Medium,98,448,63,5.6,21.8,4.58,389.3,4.1,15168,Medium,Yes,No,Yes,No,No,Yes,Cheesecake,Evening,Bold,Cold,Canada
SB00534,White Mocha Cold Brew,Cold Brew,Grande,Cold,"A handcrafted White Mocha Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, none syrup and carefully balanced flavors.",Soy,4,Classic,Caramel Drizzle,Low,209,42,48,15.7,23.7,3.07,260.95,4.9,43189,Very High,No,No,Yes,No,Yes,No,Cookie,Evening,Creamy,Cold,USA
SB00535,Matcha Espresso,Espresso,Grande,Hot,"A handcrafted Matcha Espresso prepared with premium Starbucks-style coffee or tea, skim milk, caramel syrup and carefully balanced flavors.",Oat,1,Toffee Nut,Chocolate Shavings,High,64,147,10,5.0,27.9,3.34,283.9,3.6,31302,High,No,Yes,Yes,No,No,No,Cheesecake,Evening,Sweet,Hot,UK
SB00536,Strawberry Espresso,Espresso,Grande,Cold,"A handcrafted Strawberry Espresso prepared with premium Starbucks-style coffee or tea, skim milk, hazelnut syrup and carefully balanced flavors.",Skim,4,Vanilla,None,Low,131,643,35,14.1,13.4,7.55,641.75,4.9,20572,Medium,No,No,Yes,Yes,No,Yes,Sandwich,Morning,Fruity,Cold,USA
SB00537,Mocha Latte,Latte,Grande,Cold,"A handcrafted Mocha Latte prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Whole,0,None,Whipped Cream,High,235,120,63,11.6,5.2,3.28,278.8,4.5,29356,High,No,Yes,Yes,Yes,No,No,Cheesecake,Evening,Creamy,Cold,UK
SB00538,Matcha Tea,Tea,Tall,Cold,"A handcrafted Matcha Tea prepared with premium Starbucks-style coffee or tea, skim milk, vanilla syrup and carefully balanced flavors.",Whole,2,None,None,Medium,280,237,62,11.7,2.5,3.07,260.95,4.4,47407,Very High,No,Yes,Yes,Yes,Yes,No,Cheesecake,Evening,Bold,Cold,USA
SB00539,Matcha Flat White,Flat White,Grande,Cold,"A handcrafted Matcha Flat White prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Almond,4,Toffee Nut,Chocolate Shavings,Medium,112,123,1,12.4,18.2,7.25,616.25,4.6,36239,High,Yes,No,Yes,Yes,No,Yes,Cookie,Afternoon,Sweet,Cold,Global
SB00540,Java Chip Frappuccino,Frappuccino,Grande,Cold,"A handcrafted Java Chip Frappuccino prepared with premium Starbucks-style coffee or tea, almond milk, caramel syrup and carefully balanced flavors.",Almond,1,Classic,Chocolate Shavings,Medium,272,492,43,4.2,5.2,3.85,327.25,4.0,16082,Medium,No,No,Yes,Yes,No,Yes,Cheesecake,Evening,Creamy,Cold,Canada
SB00541,Chai Cold Brew,Cold Brew,Venti,Cold,"A handcrafted Chai Cold Brew prepared with premium Starbucks-style coffee or tea, whole milk, vanilla syrup and carefully balanced flavors.",Skim,3,Hazelnut,Chocolate Shavings,High,287,310,23,2.1,9.7,7.76,659.6,4.3,17402,Medium,Yes,Yes,Yes,Yes,Yes,Yes,Blueberry Muffin,Morning,Sweet,Cold,UK
SB00542,White Mocha Cold Brew,Cold Brew,Grande,Cold,"A handcrafted White Mocha Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, toffee nut syrup and carefully balanced flavors.",Almond,4,Caramel,Chocolate Shavings,Low,2,340,70,8.9,26.4,8.1,688.5,4.6,5641,Low,Yes,No,Yes,No,Yes,No,Croissant,Evening,Bold,Cold,Global
SB00543,Matcha Mocha,Mocha,Grande,Cold,"A handcrafted Matcha Mocha prepared with premium Starbucks-style coffee or tea, oat milk, caramel syrup and carefully balanced flavors.",Oat,4,Classic,Caramel Drizzle,Medium,70,173,25,2.0,5.5,4.99,424.15,4.8,6650,Low,No,Yes,Yes,Yes,No,No,Sandwich,Afternoon,Bold,Cold,Japan
SB00544,Vanilla Latte,Latte,Grande,Cold,"A handcrafted Vanilla Latte prepared with premium Starbucks-style coffee or tea, soy milk, classic syrup and carefully balanced flavors.",Coconut,0,Caramel,Chocolate Shavings,High,160,514,67,16.5,14.4,2.53,215.05,4.5,2078,Low,No,No,Yes,Yes,No,Yes,Cheesecake,Evening,Bold,Cold,Japan
